,latitude,longitude
2022-05-02 14:13:02,79.17425,-7.8702
2022-05-02 15:00:37,79.173316,-7.862097
2022-05-02 15:30:28,79.172437,-7.857251
2022-05-02 16:00:40,79.171241,-7.853219
2022-05-02 16:30:39,79.169685,-7.850655
2022-05-02 17:00:38,79.167698,-7.850005
2022-05-02 17:30:39,79.165287,-7.851655
2022-05-02 18:00:40,79.162455,-7.855526
2022-05-02 18:30:28,79.159165,-7.861923
2022-05-02 19:00:38,79.155798,-7.871022
2022-05-02 19:30:39,79.152313,-7.881624
2022-05-02 20:00:38,79.148935,-7.893713
2022-05-02 20:30:38,79.145653,-7.906148
2022-05-02 21:00:40,79.142351,-7.916973
2022-05-02 21:30:29,79.139006,-7.929645
2022-05-02 22:00:39,79.135626,-7.94256
2022-05-02 22:30:39,79.132607,-7.955184
2022-05-02 23:00:38,79.129915,-7.966658
2022-05-02 23:30:38,79.127527,-7.978395
2022-05-03 00:00:38,79.125316,-7.989099
2022-05-03 00:30:28,79.123414,-7.997826
2022-05-03 01:00:39,79.12159,-8.004545
2022-05-03 01:30:38,79.120022,-8.008931
2022-05-03 02:00:39,79.118764,-8.01135
2022-05-03 02:30:39,79.117397,-8.011516
2022-05-03 03:00:39,79.115898,-8.010116
2022-05-03 03:30:28,79.114177,-8.008027
2022-05-03 04:00:38,79.112285,-8.005462
2022-05-03 04:30:38,79.110122,-8.002487
2022-05-03 05:00:38,79.10761,-7.999079
2022-05-03 05:30:39,79.104729,-7.996127
2022-05-03 06:00:39,79.101653,-7.994172
2022-05-03 06:30:26,79.098372,-7.994522
2022-05-03 07:00:38,79.094832,-7.996404
2022-05-03 07:30:38,79.09085,-7.99931
2022-05-03 08:00:39,79.086658,-8.004373
2022-05-03 08:30:38,79.082289,-8.011686
2022-05-03 09:00:37,79.077735,-8.021048
2022-05-03 09:30:28,79.073216,-8.033282
2022-05-03 10:00:39,79.069099,-8.047654
2022-05-03 10:30:39,79.065603,-8.06254
2022-05-03 11:00:38,79.062631,-8.077022
2022-05-03 11:30:38,79.060058,-8.091646
2022-05-03 12:00:39,79.05767,-8.105869
2022-05-03 12:30:28,79.055769,-8.118578
2022-05-03 13:00:38,79.054206,-8.128419
2022-05-03 13:30:38,79.052871,-8.135345
2022-05-03 14:00:38,79.051849,-8.139477
2022-05-03 14:30:37,79.050987,-8.141772
2022-05-03 15:00:38,79.05017,-8.141809
2022-05-03 15:30:29,79.049515,-8.141354
2022-05-03 16:00:38,79.048901,-8.141659
2022-05-03 16:30:38,79.048284,-8.141393
2022-05-03 17:00:39,79.047778,-8.140924
2022-05-03 17:30:42,79.04711,-8.141131
2022-05-03 18:00:39,79.046396,-8.141956
2022-05-03 18:30:29,79.045507,-8.145908
2022-05-03 19:00:39,79.044029,-8.152109
2022-05-03 19:30:38,79.042455,-8.160283
2022-05-03 20:00:38,79.040883,-8.16907
