,latitude,longitude
2022-05-02 12:33:49,79.151995,-7.935453
2022-05-02 13:00:27,79.151685,-7.936308
2022-05-02 13:30:39,79.151385,-7.935293
2022-05-02 14:00:39,79.151097,-7.932548
2022-05-02 14:30:38,79.150722,-7.928577
2022-05-02 15:00:39,79.150146,-7.924408
2022-05-02 15:30:29,79.149319,-7.920223
2022-05-02 16:00:38,79.148187,-7.916825
2022-05-02 16:30:38,79.146685,-7.914988
2022-05-02 17:00:37,79.144773,-7.915151
2022-05-02 17:30:37,79.142438,-7.917736
2022-05-02 18:00:38,79.139647,-7.922444
2022-05-02 18:30:26,79.136434,-7.929436
2022-05-02 19:00:40,79.133088,-7.939037
2022-05-02 19:30:38,79.129678,-7.950279
2022-05-02 20:00:37,79.126408,-7.963287
2022-05-02 20:30:37,79.123242,-7.976453
2022-05-02 21:00:38,79.120042,-7.988072
2022-05-02 21:30:28,79.116768,-8.001125
2022-05-02 22:00:39,79.113579,-8.014639
2022-05-02 22:30:37,79.110828,-8.027267
2022-05-02 23:00:38,79.108477,-8.038059
2022-05-02 23:30:37,79.106192,-8.049465
2022-05-03 00:00:37,79.10407,-8.059709
2022-05-03 00:30:30,79.102411,-8.067386
2022-05-03 01:00:40,79.100887,-8.073009
2022-05-03 01:30:37,79.099439,-8.077028
2022-05-03 02:00:39,79.098322,-8.0793
2022-05-03 02:30:38,79.09721,-8.07983
2022-05-03 03:00:38,79.095887,-8.078952
2022-05-03 03:30:28,79.094295,-8.077655
2022-05-03 04:00:39,79.092496,-8.075829
2022-05-03 04:30:42,79.090394,-8.073451
2022-05-03 05:00:38,79.087973,-8.070658
2022-05-03 05:30:38,79.085198,-8.068534
2022-05-03 06:00:40,79.082263,-8.06762
2022-05-03 06:30:27,79.079109,-8.06873
2022-05-03 07:00:40,79.075657,-8.071185
2022-05-03 07:30:38,79.071743,-8.074341
2022-05-03 08:00:38,79.067616,-8.079621
2022-05-03 08:30:38,79.063383,-8.086855
2022-05-03 09:00:39,79.058979,-8.096241
2022-05-03 09:30:28,79.054535,-8.108365
2022-05-03 10:00:38,79.050412,-8.122452
2022-05-03 10:30:39,79.046899,-8.137189
2022-05-03 11:00:39,79.04395,-8.151495
2022-05-03 11:30:38,79.041425,-8.165738
2022-05-03 12:00:40,79.039066,-8.179609
2022-05-03 12:30:30,79.037376,-8.19072
2022-05-03 13:00:42,79.035991,-8.199675
2022-05-03 13:30:38,79.035051,-8.205141
2022-05-03 14:00:38,79.034238,-8.209349
2022-05-03 14:30:39,79.033664,-8.211482
2022-05-03 15:00:38,79.033178,-8.211539
2022-05-03 15:30:29,79.032673,-8.211531
2022-05-03 16:00:39,79.03222,-8.211277
2022-05-03 16:30:38,79.031642,-8.211335
2022-05-03 17:00:39,79.031075,-8.211041
2022-05-03 17:30:38,79.030373,-8.210877
2022-05-03 18:00:38,79.029527,-8.211167
2022-05-03 18:30:27,79.028598,-8.212611
2022-05-03 19:00:38,79.02743,-8.21537
2022-05-03 19:30:40,79.026169,-8.21949
2022-05-03 20:00:37,79.024805,-8.225257
2022-05-03 20:30:38,79.023245,-8.232751
2022-05-03 21:00:37,79.021827,-8.241337
2022-05-03 21:30:28,79.020574,-8.251738
2022-05-03 22:00:37,79.019739,-8.262106
2022-05-03 22:30:38,79.019155,-8.273189
2022-05-03 23:00:37,79.019122,-8.284323
2022-05-03 23:30:39,79.018939,-8.294978
2022-05-04 00:00:39,79.018674,-8.302312
2022-05-04 00:30:29,79.018603,-8.306974
2022-05-04 01:00:39,79.018663,-8.309577
2022-05-04 01:30:38,79.018819,-8.310207
2022-05-04 02:00:38,79.019274,-8.309733
2022-05-04 02:30:39,79.020041,-8.30845
2022-05-04 03:00:39,79.021007,-8.306774
2022-05-04 03:30:28,79.022037,-8.305329
2022-05-04 04:00:39,79.023006,-8.303438
2022-05-04 04:30:40,79.023804,-8.300458
2022-05-04 05:00:38,79.024438,-8.297632
2022-05-04 05:30:39,79.024822,-8.295319
2022-05-04 06:00:39,79.024869,-8.293652
2022-05-04 06:30:28,79.024686,-8.293112
2022-05-04 07:00:39,79.02417,-8.293847
2022-05-04 07:30:38,79.023369,-8.296523
2022-05-04 08:00:39,79.022491,-8.300016
2022-05-04 08:30:39,79.021378,-8.301228
2022-05-04 09:00:40,79.020761,-8.301599
2022-05-04 09:30:28,79.020255,-8.303728
2022-05-04 10:00:41,79.019507,-8.306169
2022-05-04 10:30:38,79.019264,-8.307237
2022-05-04 11:00:37,79.019216,-8.307393
2022-05-04 11:30:37,79.019175,-8.307558
2022-05-04 12:00:40,79.01928,-8.310278
2022-05-04 12:30:32,79.019425,-8.313658
2022-05-04 13:00:39,79.019671,-8.31745
2022-05-04 13:30:40,79.02021,-8.322143
2022-05-04 14:00:38,79.021116,-8.327183
2022-05-04 14:30:38,79.022338,-8.331886
2022-05-04 15:00:40,79.02364,-8.335493
2022-05-04 15:30:27,79.024789,-8.337502
2022-05-04 16:00:38,79.025903,-8.337785
2022-05-04 16:30:38,79.027128,-8.336735
2022-05-04 17:00:38,79.028492,-8.334415
2022-05-04 17:30:39,79.02974,-8.33065
2022-05-04 18:00:38,79.030491,-8.327411
2022-05-04 18:30:28,79.030884,-8.325078
2022-05-04 19:00:40,79.030951,-8.324055
2022-05-04 19:30:40,79.030813,-8.324192
2022-05-04 20:00:38,79.03052,-8.325805
2022-05-04 20:30:38,79.030101,-8.328794
2022-05-04 21:00:38,79.029589,-8.332987
2022-05-04 21:30:27,79.029033,-8.338663
2022-05-04 22:00:37,79.028757,-8.344773
2022-05-04 22:30:38,79.028836,-8.349408
2022-05-04 23:00:40,79.02864,-8.35381
2022-05-04 23:30:39,79.028655,-8.358468
2022-05-05 00:00:39,79.028857,-8.363708
2022-05-05 00:30:27,79.029181,-8.367493
2022-05-05 01:00:38,79.029666,-8.368975
2022-05-05 01:30:38,79.030381,-8.369942
2022-05-05 02:00:39,79.031153,-8.369513
2022-05-05 02:30:38,79.032117,-8.367985
2022-05-05 03:00:41,79.033194,-8.365625
2022-05-05 03:30:26,79.034256,-8.363267
2022-05-05 04:00:38,79.035269,-8.36075
2022-05-05 04:30:39,79.036177,-8.357817
2022-05-05 05:00:38,79.037,-8.354604
2022-05-05 05:30:38,79.03766,-8.351227
2022-05-05 06:00:38,79.038162,-8.34818
2022-05-05 06:30:27,79.038498,-8.345707
2022-05-05 07:00:38,79.03866,-8.343753
2022-05-05 07:30:38,79.038691,-8.342119
2022-05-05 08:00:40,79.038597,-8.341003
2022-05-05 08:30:38,79.03836,-8.340736
2022-05-05 09:00:39,79.037974,-8.341428
2022-05-05 09:30:27,79.037529,-8.343372
2022-05-05 10:00:38,79.037078,-8.346535
2022-05-05 10:30:38,79.036723,-8.350912
2022-05-05 11:00:38,79.036519,-8.35632
2022-05-05 11:30:38,79.036513,-8.362212
2022-05-05 12:00:38,79.036703,-8.367923
2022-05-05 12:30:27,79.037085,-8.373247
2022-05-05 13:00:38,79.037647,-8.377912
2022-05-05 13:30:38,79.038407,-8.38113
2022-05-05 14:00:40,79.039423,-8.382631
2022-05-05 14:30:38,79.040662,-8.382695
2022-05-05 15:00:40,79.041941,-8.381771
2022-05-05 15:30:28,79.043181,-8.380204
2022-05-05 16:00:38,79.044431,-8.378194
2022-05-05 16:30:38,79.045659,-8.376022
2022-05-05 17:00:38,79.046892,-8.373254
2022-05-05 17:30:38,79.048034,-8.369433
2022-05-05 18:00:38,79.048873,-8.365294
2022-05-05 18:30:27,79.049514,-8.361441
2022-05-05 19:00:43,79.049909,-8.358529
2022-05-05 19:30:39,79.050089,-8.356803
2022-05-05 20:00:38,79.050106,-8.356013
2022-05-05 20:30:40,79.050019,-8.356177
2022-05-05 21:00:38,79.049791,-8.357526
2022-05-05 21:30:26,79.049474,-8.359972
2022-05-05 22:00:39,79.049062,-8.363781
2022-05-05 22:30:38,79.048632,-8.368398
2022-05-05 23:00:40,79.048225,-8.373542
