,latitude,longitude
2022-05-04 15:00:34,79.793339,-6.662125
2022-05-04 15:30:24,79.793641,-6.653715
2022-05-04 16:00:36,79.793688,-6.644695
2022-05-04 16:30:35,79.79345,-6.635769
2022-05-04 17:00:36,79.792916,-6.627624
2022-05-04 17:30:35,79.792083,-6.620473
2022-05-04 18:00:35,79.790805,-6.615784
2022-05-04 18:30:27,79.789206,-6.613459
2022-05-04 19:00:38,79.787405,-6.614085
2022-05-04 19:30:39,79.785631,-6.616925
2022-05-04 20:00:38,79.783931,-6.621851
2022-05-04 20:30:39,79.782433,-6.62842
2022-05-04 21:00:39,79.781117,-6.635975
2022-05-04 21:30:28,79.779893,-6.64337
2022-05-04 22:00:38,79.778749,-6.650844
2022-05-04 22:30:39,79.777726,-6.65823
2022-05-04 23:00:39,79.776923,-6.665093
2022-05-04 23:30:39,79.77643,-6.670961
2022-05-05 00:00:37,79.776303,-6.675268
2022-05-05 00:30:30,79.776517,-6.678073
2022-05-05 01:00:40,79.776971,-6.678486
2022-05-05 01:30:38,79.777518,-6.676513
2022-05-05 02:00:37,79.778072,-6.672234
2022-05-05 02:30:38,79.778656,-6.666462
2022-05-05 03:00:37,79.779308,-6.659915
2022-05-05 03:30:29,79.779813,-6.653087
2022-05-05 04:00:37,79.78004,-6.645545
2022-05-05 04:30:40,79.779785,-6.638015
2022-05-05 05:00:38,79.779401,-6.632359
2022-05-05 05:30:39,79.778819,-6.628014
2022-05-05 06:00:37,79.778005,-6.624171
2022-05-05 06:30:27,79.777053,-6.621101
2022-05-05 07:00:38,79.775932,-6.618804
2022-05-05 07:30:38,79.774662,-6.617124
2022-05-05 08:00:38,79.773342,-6.616263
2022-05-05 08:30:39,79.771991,-6.615941
2022-05-05 09:00:38,79.770591,-6.615868
2022-05-05 09:30:27,79.769115,-6.6157
2022-05-05 10:00:38,79.767636,-6.615565
2022-05-05 10:30:38,79.76625,-6.615416
2022-05-05 11:00:38,79.765114,-6.615559
2022-05-05 11:30:38,79.764157,-6.616702
2022-05-05 12:00:39,79.763342,-6.617996
2022-05-05 12:30:28,79.762798,-6.617996
2022-05-05 13:00:37,79.762252,-6.613637
2022-05-05 13:30:39,79.761876,-6.60772
2022-05-05 14:00:39,79.761522,-6.599944
2022-05-05 14:30:38,79.760984,-6.590525
2022-05-05 15:00:38,79.760436,-6.579566
2022-05-05 15:30:30,79.759694,-6.568327
2022-05-05 16:00:39,79.75879,-6.558035
2022-05-05 16:30:39,79.757654,-6.548878
2022-05-05 17:00:37,79.756403,-6.538029
2022-05-05 17:30:38,79.754886,-6.527387
2022-05-05 18:00:39,79.753093,-6.51855
2022-05-05 18:30:28,79.751165,-6.510412
2022-05-05 19:00:38,79.749104,-6.503799
2022-05-05 19:30:39,79.746911,-6.498861
2022-05-05 20:00:39,79.744739,-6.496062
2022-05-05 20:30:38,79.74266,-6.495166
2022-05-05 21:00:42,79.740607,-6.495952
2022-05-05 21:30:27,79.73861,-6.498159
2022-05-05 22:00:39,79.736698,-6.500999
2022-05-05 22:30:38,79.735022,-6.504235
2022-05-05 23:00:40,79.73355,-6.507683
2022-05-05 23:30:40,79.732253,-6.510698
2022-05-06 00:00:40,79.731224,-6.512726
2022-05-06 00:30:28,79.730336,-6.513709
2022-05-06 01:00:39,79.729615,-6.513405
2022-05-06 01:30:39,79.728937,-6.511971
2022-05-06 02:00:39,79.728354,-6.509301
2022-05-06 02:30:41,79.72787,-6.505438
2022-05-06 03:00:38,79.727366,-6.500513
2022-05-06 03:30:27,79.726832,-6.495091
2022-05-06 04:00:38,79.726254,-6.488922
2022-05-06 04:30:39,79.72554,-6.482656
2022-05-06 05:00:38,79.724723,-6.476656
2022-05-06 05:30:38,79.723681,-6.471101
2022-05-06 06:00:40,79.722471,-6.465937
2022-05-06 06:30:28,79.721076,-6.461762
2022-05-06 07:00:39,79.719444,-6.458484
2022-05-06 07:30:38,79.717686,-6.455789
2022-05-06 08:00:38,79.715724,-6.453389
2022-05-06 08:30:38,79.713621,-6.453012
2022-05-06 09:00:39,79.711362,-6.454048
2022-05-06 09:30:29,79.708958,-6.456644
2022-05-06 10:00:37,79.706524,-6.460437
2022-05-06 10:30:37,79.704001,-6.465457
2022-05-06 11:00:37,79.701459,-6.471619
2022-05-06 11:30:37,79.698853,-6.479586
2022-05-06 12:00:37,79.696261,-6.488842
2022-05-06 12:30:30,79.69372,-6.499095
