,latitude,longitude
2022-05-05 11:30:39,79.741256,-6.364085
2022-05-05 12:00:38,79.740093,-6.361519
2022-05-05 12:30:28,79.739074,-6.357906
2022-05-05 13:00:38,79.73812,-6.352902
2022-05-05 13:30:38,79.737272,-6.346666
2022-05-05 14:00:39,79.736512,-6.339282
2022-05-05 14:30:39,79.735845,-6.330976
2022-05-05 15:00:37,79.735161,-6.321695
2022-05-05 15:30:28,79.734405,-6.311714
2022-05-05 16:00:37,79.733589,-6.301334
2022-05-05 16:30:38,79.732634,-6.290958
2022-05-05 17:00:39,79.731484,-6.281181
2022-05-05 17:30:40,79.730111,-6.272076
2022-05-05 18:00:38,79.728547,-6.264005
2022-05-05 18:30:27,79.726801,-6.25712
2022-05-05 19:00:39,79.724855,-6.251711
2022-05-05 19:30:38,79.722784,-6.248259
2022-05-05 20:00:38,79.720603,-6.246574
2022-05-05 20:30:38,79.718374,-6.246478
2022-05-05 21:00:39,79.716179,-6.247748
2022-05-05 21:30:28,79.714087,-6.250243
2022-05-05 22:00:38,79.712115,-6.25343
2022-05-05 22:30:38,79.710355,-6.257136
2022-05-05 23:00:40,79.708789,-6.260974
2022-05-05 23:30:39,79.707449,-6.26435
2022-05-06 00:00:39,79.706261,-6.266926
2022-05-06 00:30:26,79.705236,-6.268335
2022-05-06 01:00:39,79.704359,-6.26852
2022-05-06 01:30:39,79.703609,-6.267377
2022-05-06 02:00:39,79.702963,-6.264966
2022-05-06 02:30:40,79.702383,-6.2614
2022-05-06 03:00:41,79.701784,-6.256844
2022-05-06 03:30:27,79.701163,-6.251702
2022-05-06 04:00:41,79.700466,-6.245933
2022-05-06 04:30:40,79.699654,-6.24003
2022-05-06 05:00:39,79.698728,-6.234348
2022-05-06 05:30:38,79.697653,-6.229094
2022-05-06 06:00:39,79.696401,-6.224501
2022-05-06 06:30:26,79.69498,-6.220625
2022-05-06 07:00:39,79.693329,-6.217546
2022-05-06 07:30:38,79.691523,-6.215597
2022-05-06 08:00:39,79.68955,-6.214709
2022-05-06 08:30:38,79.687394,-6.214878
2022-05-06 09:00:39,79.685102,-6.21619
2022-05-06 09:30:26,79.682726,-6.21871
2022-05-06 10:00:38,79.68025,-6.222467
2022-05-06 10:30:38,79.677712,-6.22741
2022-05-06 11:00:38,79.67514,-6.233553
2022-05-06 11:30:40,79.672575,-6.240862
2022-05-06 12:00:38,79.67,-6.24909
2022-05-06 12:30:27,79.667462,-6.25779
2022-05-06 13:00:38,79.664837,-6.266936
2022-05-06 13:30:39,79.662194,-6.276763
2022-05-06 14:00:39,79.659519,-6.287473
2022-05-06 14:30:41,79.656859,-6.299129
2022-05-06 15:00:38,79.654169,-6.311444
2022-05-06 15:30:26,79.651573,-6.323925
2022-05-06 16:00:37,79.648952,-6.337252
2022-05-06 16:30:38,79.646444,-6.351227
2022-05-06 17:00:38,79.643989,-6.365822
2022-05-06 17:30:37,79.64155,-6.38024
2022-05-06 18:00:39,79.639092,-6.394533
2022-05-06 18:30:27,79.63667,-6.408934
2022-05-06 19:00:38,79.634144,-6.423674
2022-05-06 19:30:39,79.631531,-6.438729
2022-05-06 20:00:37,79.628857,-6.454054
2022-05-06 20:30:37,79.626148,-6.46954
2022-05-06 21:00:38,79.623421,-6.485243
2022-05-06 21:30:28,79.620738,-6.500979
2022-05-06 22:00:38,79.618071,-6.517239
2022-05-06 22:30:37,79.615498,-6.533459
2022-05-06 23:00:37,79.613159,-6.550182
2022-05-06 23:30:38,79.611148,-6.56703
2022-05-07 00:00:38,79.609276,-6.582979
2022-05-07 00:30:26,79.607603,-6.597381
2022-05-07 01:00:39,79.606085,-6.610296
2022-05-07 01:30:39,79.604603,-6.620752
2022-05-07 02:00:38,79.60315,-6.628511
2022-05-07 02:30:38,79.601734,-6.635093
2022-05-07 03:00:39,79.600306,-6.64081
2022-05-07 03:30:28,79.59894,-6.644813
2022-05-07 04:00:38,79.59766,-6.647092
2022-05-07 04:30:38,79.596435,-6.647579
2022-05-07 05:00:39,79.595174,-6.647637
2022-05-07 05:30:38,79.59401,-6.647361
2022-05-07 06:00:40,79.592849,-6.646413
2022-05-07 06:30:27,79.591646,-6.644985
2022-05-07 06:59:34,79.590305,-6.643107
2022-05-07 07:30:38,79.588807,-6.640928
2022-05-07 08:00:38,79.587177,-6.638917
2022-05-07 08:30:38,79.585491,-6.637593
2022-05-07 09:00:37,79.583772,-6.637009
2022-05-07 09:30:28,79.581945,-6.636822
2022-05-07 10:00:38,79.580057,-6.637994
2022-05-07 10:30:40,79.578147,-6.639251
2022-05-07 11:00:39,79.576192,-6.64061
2022-05-07 11:30:38,79.57416,-6.641313
2022-05-07 12:00:38,79.572029,-6.640964
2022-05-07 12:30:29,79.569872,-6.640226
2022-05-07 13:00:38,79.567634,-6.638715
2022-05-07 13:30:39,79.565391,-6.636568
2022-05-07 14:00:39,79.563161,-6.633679
