,latitude,longitude
2022-04-24 20:30:39,78.802007,-3.077968
2022-04-24 21:00:39,78.793974,-3.085188
2022-04-24 21:30:27,78.786004,-3.091171
2022-04-24 22:00:38,78.777954,-3.096376
2022-04-24 22:30:38,78.770101,-3.100805
2022-04-24 23:00:37,78.762441,-3.104315
2022-04-24 23:30:38,78.754991,-3.107378
2022-04-25 00:00:37,78.747801,-3.109734
2022-04-25 00:30:26,78.740964,-3.111261
2022-04-25 01:00:38,78.734386,-3.111796
2022-04-25 01:30:39,78.728151,-3.110999
2022-04-25 02:00:42,78.722143,-3.108823
2022-04-25 02:30:39,78.716481,-3.104858
2022-04-25 03:00:39,78.710959,-3.09936
2022-04-25 03:30:27,78.705384,-3.091906
2022-04-25 04:00:38,78.699575,-3.081288
2022-04-25 04:30:38,78.693473,-3.067945
2022-04-25 05:00:38,78.687039,-3.052233
2022-04-25 05:30:39,78.680384,-3.034438
2022-04-25 06:00:38,78.673539,-3.015158
2022-04-25 06:30:29,78.666425,-2.995439
2022-04-25 07:00:38,78.658888,-2.975526
2022-04-25 07:30:38,78.651022,-2.957689
2022-04-25 08:00:38,78.642757,-2.94543
2022-04-25 08:30:37,78.634439,-2.936793
2022-04-25 09:00:40,78.626143,-2.931675
2022-04-25 09:30:27,78.61781,-2.928904
2022-04-25 10:00:38,78.609007,-2.927838
2022-04-25 10:30:38,78.599689,-2.932317
2022-04-25 11:00:38,78.589633,-2.943168
2022-04-25 11:30:37,78.579254,-2.954841
2022-04-25 12:00:40,78.568632,-2.969663
2022-04-25 12:30:26,78.558048,-2.986501
2022-04-25 13:00:38,78.547311,-3.006603
2022-04-25 13:30:39,78.536827,-3.028795
2022-04-25 14:00:38,78.526563,-3.051201
2022-04-25 14:30:37,78.516849,-3.073006
2022-04-25 15:00:38,78.507831,-3.094199
2022-04-25 15:30:27,78.499662,-3.114294
2022-04-25 16:00:41,78.492057,-3.131631
2022-04-25 16:30:38,78.484634,-3.143327
2022-04-25 17:00:40,78.477255,-3.151952
2022-04-25 17:30:38,78.469969,-3.158153
2022-04-25 18:00:38,78.462394,-3.16227
2022-04-25 18:30:27,78.454674,-3.164562
2022-04-25 19:00:39,78.446772,-3.166234
2022-04-25 19:30:39,78.438749,-3.167011
2022-04-25 20:00:39,78.430519,-3.167608
2022-04-25 20:30:38,78.422044,-3.169509
2022-04-25 21:00:38,78.413952,-3.172185
2022-04-25 21:30:28,78.406041,-3.176442
2022-04-25 22:00:38,78.398536,-3.181944
2022-04-25 22:30:37,78.391245,-3.189527
2022-04-25 23:00:37,78.384206,-3.198956
2022-04-25 23:30:37,78.377625,-3.208799
2022-04-26 00:00:39,78.371588,-3.219482
2022-04-26 00:30:29,78.36558,-3.231231
2022-04-26 01:00:40,78.35981,-3.244035
2022-04-26 01:30:39,78.35438,-3.257256
2022-04-26 02:00:37,78.349142,-3.270168
2022-04-26 02:30:37,78.343971,-3.282966
2022-04-26 03:00:38,78.33888,-3.294294
2022-04-26 03:30:26,78.334047,-3.304902
2022-04-26 04:00:38,78.329358,-3.313436
2022-04-26 04:30:38,78.324719,-3.320263
2022-04-26 05:00:38,78.320121,-3.325846
2022-04-26 05:30:39,78.315505,-3.330232
2022-04-26 06:00:40,78.31086,-3.333796
2022-04-26 06:30:26,78.306133,-3.335863
2022-04-26 07:00:38,78.301123,-3.336203
2022-04-26 07:30:38,78.295834,-3.336359
2022-04-26 08:00:38,78.29035,-3.335579
2022-04-26 08:30:39,78.284682,-3.334059
2022-04-26 09:00:39,78.27891,-3.332794
2022-04-26 09:30:30,78.27302,-3.331817
2022-04-26 10:00:38,78.266828,-3.332351
2022-04-26 10:30:38,78.26053,-3.333982
2022-04-26 11:00:38,78.25412,-3.336543
2022-04-26 11:30:39,78.247649,-3.341093
2022-04-26 12:00:39,78.241119,-3.347035
2022-04-26 12:30:28,78.234545,-3.354842
2022-04-26 13:00:39,78.228032,-3.363399
2022-04-26 13:30:38,78.221416,-3.373675
2022-04-26 14:00:38,78.214602,-3.384374
2022-04-26 14:30:37,78.20744,-3.394803
2022-04-26 15:00:40,78.199826,-3.402584
2022-04-26 15:30:28,78.192062,-3.407722
2022-04-26 16:00:38,78.184117,-3.412258
2022-04-26 16:30:38,78.175887,-3.417366
2022-04-26 17:00:38,78.167382,-3.42313
2022-04-26 17:30:39,78.158335,-3.429381
2022-04-26 18:00:39,78.148866,-3.436451
2022-04-26 18:30:27,78.139348,-3.446068
2022-04-26 19:00:39,78.12967,-3.457482
2022-04-26 19:30:39,78.120068,-3.469732
2022-04-26 20:00:38,78.110612,-3.480675
2022-04-26 20:30:37,78.101339,-3.489298
2022-04-26 21:00:38,78.092178,-3.497456
2022-04-26 21:30:27,78.083182,-3.503454
2022-04-26 22:00:38,78.073933,-3.507963
2022-04-26 22:30:37,78.064507,-3.511949
2022-04-26 23:00:38,78.055168,-3.516667
2022-04-26 23:30:38,78.046062,-3.521883
2022-04-27 00:00:38,78.036967,-3.527222
2022-04-27 00:30:26,78.027953,-3.532974
2022-04-27 01:00:40,78.018808,-3.539023
2022-04-27 01:30:39,78.009596,-3.545537
2022-04-27 02:00:38,78.000306,-3.552368
2022-04-27 02:30:39,77.990793,-3.559641
2022-04-27 03:00:38,77.981378,-3.567978
2022-04-27 03:30:29,77.972192,-3.577348
2022-04-27 04:00:41,77.962794,-3.585975
2022-04-27 04:30:39,77.953816,-3.593654
2022-04-27 05:00:38,77.945175,-3.600596
2022-04-27 05:30:39,77.937053,-3.606907
2022-04-27 06:00:39,77.929402,-3.612394
2022-04-27 06:30:26,77.922275,-3.61776
2022-04-27 07:00:39,77.9154,-3.622656
2022-04-27 07:30:39,77.909145,-3.625539
2022-04-27 08:00:38,77.903276,-3.626887
2022-04-27 08:30:38,77.897879,-3.626713
2022-04-27 09:00:39,77.892719,-3.623947
2022-04-27 09:30:28,77.887487,-3.619599
2022-04-27 10:00:39,77.88193,-3.61367
2022-04-27 10:30:38,77.87598,-3.606658
2022-04-27 11:00:39,77.869675,-3.599114
2022-04-27 11:30:37,77.863201,-3.591943
2022-04-27 12:00:39,77.85628,-3.585504
2022-04-27 12:30:26,77.848411,-3.579793
2022-04-27 13:00:38,77.839542,-3.578138
2022-04-27 13:30:40,77.830333,-3.581647
2022-04-27 14:00:39,77.82092,-3.584081
2022-04-27 14:30:38,77.812164,-3.583595
2022-04-27 15:00:38,77.804251,-3.582491
2022-04-27 15:30:27,77.796555,-3.58066
2022-04-27 16:00:38,77.788799,-3.577654
2022-04-27 16:30:40,77.780861,-3.573453
2022-04-27 17:00:40,77.773016,-3.568009
2022-04-27 17:30:43,77.764999,-3.561548
2022-04-27 18:00:38,77.756815,-3.554358
2022-04-27 18:30:28,77.748854,-3.546721
2022-04-27 19:00:39,77.740839,-3.538526
2022-04-27 19:30:38,77.732685,-3.529212
2022-04-27 20:00:39,77.724296,-3.519494
2022-04-27 20:30:38,77.715692,-3.509729
2022-04-27 21:00:38,77.707787,-3.500533
2022-04-27 21:30:26,77.700382,-3.491814
2022-04-27 22:00:38,77.693102,-3.484041
2022-04-27 22:30:39,77.686388,-3.47734
2022-04-27 23:00:40,77.680434,-3.471957
2022-04-27 23:30:34,77.675153,-3.468394
2022-04-28 00:00:42,77.670406,-3.465339
2022-04-28 00:30:27,77.666422,-3.46338
2022-04-28 01:00:37,77.662416,-3.462111
2022-04-28 01:30:37,77.658799,-3.461696
2022-04-28 02:00:38,77.655795,-3.461165
2022-04-28 02:30:38,77.653222,-3.461057
2022-04-28 03:00:38,77.650727,-3.460743
2022-04-28 03:30:30,77.648402,-3.459628
2022-04-28 04:00:39,77.646187,-3.458444
2022-04-28 04:30:38,77.644243,-3.457229
2022-04-28 05:00:38,77.642583,-3.456281
2022-04-28 05:30:38,77.641181,-3.455932
2022-04-28 06:00:39,77.639874,-3.456215
2022-04-28 06:30:25,77.638665,-3.456624
2022-04-28 07:00:39,77.637601,-3.456677
2022-04-28 07:30:40,77.636523,-3.455832
2022-04-28 08:00:40,77.635514,-3.454831
2022-04-28 08:30:39,77.634631,-3.454506
2022-04-28 09:00:38,77.633789,-3.455377
2022-04-28 09:30:27,77.632764,-3.455936
2022-04-28 10:00:38,77.630453,-3.454498
2022-04-28 10:30:39,77.627984,-3.453438
2022-04-28 11:00:38,77.625616,-3.453701
2022-04-28 11:30:38,77.623424,-3.456153
2022-04-28 12:00:38,77.621592,-3.460373
2022-04-28 12:30:27,77.619897,-3.463861
2022-04-28 13:00:37,77.618252,-3.467734
2022-04-28 13:30:38,77.616675,-3.47096
