,latitude,longitude
2022-05-02 15:30:24,79.204497,-7.749391
2022-05-02 16:00:39,79.203194,-7.744525
2022-05-02 16:30:37,79.20153,-7.741031
2022-05-02 17:00:36,79.199376,-7.739021
2022-05-02 17:30:37,79.196825,-7.739453
2022-05-02 18:00:37,79.19391,-7.742337
2022-05-02 18:30:26,79.190546,-7.748059
2022-05-02 19:00:37,79.187029,-7.756448
2022-05-02 19:30:38,79.183387,-7.76599
2022-05-02 20:00:38,79.179812,-7.777049
2022-05-02 20:30:37,79.176392,-7.788474
2022-05-02 21:00:37,79.172967,-7.798486
2022-05-02 21:30:26,79.169456,-7.810404
2022-05-02 22:00:39,79.165744,-7.822381
2022-05-02 22:30:39,79.162431,-7.833713
2022-05-02 23:00:39,79.159433,-7.844147
2022-05-02 23:30:40,79.15666,-7.854498
2022-05-03 00:00:38,79.154208,-7.864269
2022-05-03 00:30:27,79.152094,-7.872112
2022-05-03 01:00:38,79.15009,-7.878283
2022-05-03 01:30:38,79.14837,-7.882398
2022-05-03 02:00:39,79.146959,-7.884156
2022-05-03 02:30:38,79.145384,-7.883486
2022-05-03 03:00:38,79.143519,-7.880425
2022-05-03 03:30:26,79.141541,-7.877078
2022-05-03 04:00:38,79.139477,-7.873496
2022-05-03 04:30:38,79.137208,-7.869821
2022-05-03 05:00:38,79.134597,-7.865629
2022-05-03 05:30:39,79.131506,-7.861574
2022-05-03 06:00:39,79.128175,-7.858306
2022-05-03 06:30:28,79.124643,-7.857507
2022-05-03 07:00:38,79.120933,-7.858565
2022-05-03 07:30:38,79.11673,-7.860688
2022-05-03 08:00:39,79.112253,-7.864801
2022-05-03 08:30:39,79.107434,-7.870852
2022-05-03 09:00:39,79.102436,-7.879517
2022-05-03 09:30:27,79.097743,-7.891268
2022-05-03 10:00:38,79.093467,-7.905477
2022-05-03 10:30:38,79.089781,-7.920269
2022-05-03 11:00:38,79.086701,-7.934557
2022-05-03 11:30:38,79.083994,-7.948875
2022-05-03 12:00:39,79.081603,-7.963213
2022-05-03 12:30:27,79.079509,-7.975808
2022-05-03 13:00:38,79.07771,-7.985202
2022-05-03 13:30:38,79.075999,-7.991358
2022-05-03 14:00:38,79.074756,-7.994988
2022-05-03 14:30:38,79.073766,-7.997284
2022-05-03 15:00:38,79.072825,-7.998021
2022-05-03 15:30:27,79.072065,-7.997556
2022-05-03 16:00:40,79.071209,-7.997092
2022-05-03 16:30:41,79.070263,-7.995718
2022-05-03 17:00:37,79.069316,-7.993866
2022-05-03 17:30:37,79.068191,-7.992275
2022-05-03 18:00:38,79.066832,-7.990597
2022-05-03 18:30:28,79.065078,-7.990504
2022-05-03 19:00:39,79.062773,-7.991286
2022-05-03 19:30:39,79.060467,-7.993883
2022-05-03 20:00:38,79.05818,-7.999888
2022-05-03 20:30:40,79.056194,-8.006763
2022-05-03 21:00:39,79.053773,-8.016923
2022-05-03 21:30:29,79.05143,-8.030392
2022-05-03 22:00:39,79.049286,-8.044739
2022-05-03 22:30:39,79.047054,-8.060075
2022-05-03 23:00:38,79.045048,-8.071661
2022-05-03 23:30:38,79.04368,-8.080343
2022-05-04 00:00:38,79.043982,-8.086126
2022-05-04 00:30:26,79.044168,-8.090985
2022-05-04 01:00:39,79.04436,-8.093716
2022-05-04 01:30:38,79.0448,-8.09525
2022-05-04 02:00:38,79.045315,-8.096121
2022-05-04 02:30:39,79.046038,-8.095882
2022-05-04 03:00:38,79.046872,-8.094502
2022-05-04 03:30:27,79.047717,-8.092283
2022-05-04 04:00:38,79.048502,-8.089286
2022-05-04 04:30:38,79.049157,-8.085926
2022-05-04 05:00:38,79.049623,-8.082624
2022-05-04 05:30:40,79.049787,-8.079758
2022-05-04 06:00:38,79.049655,-8.077766
2022-05-04 06:30:25,79.049172,-8.077278
2022-05-04 07:00:38,79.048345,-8.078252
2022-05-04 07:30:38,79.047364,-8.080486
2022-05-04 08:00:39,79.046377,-8.084111
2022-05-04 08:30:38,79.045416,-8.088904
2022-05-04 09:00:39,79.04467,-8.093942
2022-05-04 09:30:27,79.04418,-8.098202
2022-05-04 10:00:38,79.044061,-8.102619
