,latitude,longitude
2022-04-26 15:00:38,78.690044,-8.597205
2022-04-26 15:30:29,78.687358,-8.60509
2022-04-26 16:00:39,78.684796,-8.616326
2022-04-26 16:30:38,78.682359,-8.629594
2022-04-26 17:00:38,78.679989,-8.644481
2022-04-26 17:30:40,78.677784,-8.660341
2022-04-26 18:00:38,78.675784,-8.676227
2022-04-26 18:30:29,78.673979,-8.691584
2022-04-26 19:00:39,78.67228,-8.706302
2022-04-26 19:30:38,78.67075,-8.719615
2022-04-26 20:00:38,78.669383,-8.731333
2022-04-26 20:30:38,78.667964,-8.741495
2022-04-26 21:00:39,78.666503,-8.749611
2022-04-26 21:30:28,78.665078,-8.755689
2022-04-26 22:00:40,78.663589,-8.759886
2022-04-26 22:30:38,78.661983,-8.762566
2022-04-26 23:00:39,78.660301,-8.76373
2022-04-26 23:30:39,78.658513,-8.763293
2022-04-27 00:00:38,78.656685,-8.762612
2022-04-27 00:30:29,78.654835,-8.762034
2022-04-27 01:00:38,78.652831,-8.761421
2022-04-27 01:30:38,78.650694,-8.761373
2022-04-27 02:00:39,78.648366,-8.761794
2022-04-27 02:30:37,78.645871,-8.76234
2022-04-27 03:00:38,78.643189,-8.763143
2022-04-27 03:30:30,78.640366,-8.764755
2022-04-27 04:00:38,78.637497,-8.766574
2022-04-27 04:30:38,78.634625,-8.768991
2022-04-27 05:00:38,78.63171,-8.772204
2022-04-27 05:30:38,78.628772,-8.775945
2022-04-27 06:00:39,78.625829,-8.780093
2022-04-27 06:30:28,78.623047,-8.784893
2022-04-27 07:00:38,78.620374,-8.789546
2022-04-27 07:30:38,78.617971,-8.794049
2022-04-27 08:00:38,78.615855,-8.798598
2022-04-27 08:30:38,78.614105,-8.802406
2022-04-27 09:00:39,78.612684,-8.805514
2022-04-27 09:30:26,78.611498,-8.807445
2022-04-27 10:00:39,78.610479,-8.807488
2022-04-27 10:30:38,78.609602,-8.80613
2022-04-27 11:00:38,78.608827,-8.803747
2022-04-27 11:30:40,78.608019,-8.800094
2022-04-27 12:00:38,78.607079,-8.794792
2022-04-27 12:30:27,78.60598,-8.787671
2022-04-27 13:00:40,78.604661,-8.778872
2022-04-27 13:30:39,78.603011,-8.768695
2022-04-27 14:00:38,78.600976,-8.757891
2022-04-27 14:30:38,78.598591,-8.747155
2022-04-27 15:00:39,78.595917,-8.737118
2022-04-27 15:30:28,78.592962,-8.728461
2022-04-27 16:00:40,78.589677,-8.721241
2022-04-27 16:30:39,78.586226,-8.715764
2022-04-27 17:00:43,78.582689,-8.712045
2022-04-27 17:30:38,78.579238,-8.710167
2022-04-27 18:00:39,78.575905,-8.710255
2022-04-27 18:30:28,78.572859,-8.7122
2022-04-27 19:00:38,78.570087,-8.716144
2022-04-27 19:30:40,78.56773,-8.721606
2022-04-27 20:00:40,78.565797,-8.727994
2022-04-27 20:30:39,78.56428,-8.734833
2022-04-27 21:00:39,78.563161,-8.741793
2022-04-27 21:30:29,78.562429,-8.748408
2022-04-27 22:00:39,78.562038,-8.754388
2022-04-27 22:30:39,78.56194,-8.759211
2022-04-27 23:00:39,78.562068,-8.762664
2022-04-27 23:30:38,78.562281,-8.764772
2022-04-28 00:00:39,78.562476,-8.765657
2022-04-28 01:00:39,78.562442,-8.765067
2022-04-28 01:30:39,78.562201,-8.763924
2022-04-28 02:00:41,78.561758,-8.762558
2022-04-28 02:30:47,78.56106,-8.761246
2022-04-28 03:00:38,78.560128,-8.760343
2022-04-28 03:30:28,78.558984,-8.759857
2022-04-28 04:00:38,78.557619,-8.760086
2022-04-28 04:30:38,78.556086,-8.761142
2022-04-28 05:00:38,78.554423,-8.763247
2022-04-28 05:30:37,78.552627,-8.766637
2022-04-28 06:00:38,78.550813,-8.77114
2022-04-28 06:30:28,78.549037,-8.776415
2022-04-28 07:00:38,78.54734,-8.782753
2022-04-28 07:30:38,78.545842,-8.789671
2022-04-28 08:00:38,78.544554,-8.796995
2022-04-28 08:30:37,78.543565,-8.804082
2022-04-28 09:00:38,78.54292,-8.810678
2022-04-28 09:30:28,78.542569,-8.816751
2022-04-28 10:00:39,78.542433,-8.822397
2022-04-28 10:30:39,78.542478,-8.826869
2022-04-28 11:00:40,78.542599,-8.83013
2022-04-28 11:30:39,78.542705,-8.832547
2022-04-28 12:00:38,78.542797,-8.834959
2022-04-28 12:30:29,78.542817,-8.836327
2022-04-28 13:00:39,78.542639,-8.836946
2022-04-28 13:30:38,78.542253,-8.836974
2022-04-28 14:00:38,78.541675,-8.837004
2022-04-28 14:30:38,78.540823,-8.837007
2022-04-28 15:00:38,78.539624,-8.836931
2022-04-28 15:30:28,78.5381,-8.83694
2022-04-28 16:00:37,78.536317,-8.837628
2022-04-28 16:30:38,78.534376,-8.839349
2022-04-28 17:00:38,78.532239,-8.842097
2022-04-28 17:30:37,78.529969,-8.84617
2022-04-28 18:00:38,78.52763,-8.851372
2022-04-28 18:30:28,78.525381,-8.85733
2022-04-28 19:00:38,78.523237,-8.863959
2022-04-28 19:30:38,78.52125,-8.871553
2022-04-28 20:00:39,78.519536,-8.879283
2022-04-28 20:30:39,78.5181,-8.887299
2022-04-28 21:00:39,78.517025,-8.895149
2022-04-28 21:30:28,78.516316,-8.902435
2022-04-28 22:00:38,78.515899,-8.908829
2022-04-28 22:30:38,78.51583,-8.914202
2022-04-28 23:00:41,78.516028,-8.918817
2022-04-28 23:30:38,78.516284,-8.922721
2022-04-29 00:00:38,78.5166,-8.924972
2022-04-29 00:30:28,78.516824,-8.926611
2022-04-29 01:00:39,78.516954,-8.927521
2022-04-29 01:30:39,78.516974,-8.927672
2022-04-29 02:00:40,78.516841,-8.927396
2022-04-29 02:30:38,78.51648,-8.926812
2022-04-29 03:00:39,78.515832,-8.926103
2022-04-29 03:30:28,78.514892,-8.925362
2022-04-29 04:00:38,78.513569,-8.924948
2022-04-29 04:30:37,78.51188,-8.925016
2022-04-29 05:00:40,78.50989,-8.926177
2022-04-29 05:30:38,78.507726,-8.928501
2022-04-29 06:00:38,78.505544,-8.931701
2022-04-29 06:30:27,78.503362,-8.935771
2022-04-29 07:00:37,78.501062,-8.941185
2022-04-29 07:30:40,78.498839,-8.947414
2022-04-29 08:00:39,78.496844,-8.953475
2022-04-29 08:30:39,78.495088,-8.959286
2022-04-29 09:00:39,78.493583,-8.96505
2022-04-29 09:30:28,78.492339,-8.970304
2022-04-29 10:00:38,78.491338,-8.975321
2022-04-29 10:30:38,78.490524,-8.979816
2022-04-29 11:00:38,78.489867,-8.983972
2022-04-29 11:30:39,78.489331,-8.98774
2022-04-29 12:00:39,78.48873,-8.991146
2022-04-29 12:30:26,78.48811,-8.993753
2022-04-29 13:00:38,78.487487,-8.995422
2022-04-29 13:30:38,78.486819,-8.996479
2022-04-29 14:00:38,78.486023,-8.996902
2022-04-29 14:30:37,78.485019,-8.996868
2022-04-29 15:00:38,78.483736,-8.99675
2022-04-29 15:30:28,78.482163,-8.996679
2022-04-29 16:00:39,78.480285,-8.996915
2022-04-29 16:30:38,78.478163,-8.997737
2022-04-29 17:00:40,78.475795,-8.999773
2022-04-29 17:30:37,78.473314,-9.002643
2022-04-29 18:00:39,78.470795,-9.006039
2022-04-29 18:30:28,78.468253,-9.010576
2022-04-29 19:00:39,78.465706,-9.015968
2022-04-29 19:30:38,78.463257,-9.022094
2022-04-29 20:00:38,78.461007,-9.028608
2022-04-29 20:30:40,78.45904,-9.03511
2022-04-29 21:00:40,78.457345,-9.041464
2022-04-29 21:30:28,78.455841,-9.047889
2022-04-29 22:00:39,78.454582,-9.054161
2022-04-29 22:30:39,78.453696,-9.059754
2022-04-29 23:00:39,78.453094,-9.064945
2022-04-29 23:30:40,78.452635,-9.070075
2022-04-30 00:00:39,78.452341,-9.074464
2022-04-30 00:30:28,78.45219,-9.07736
2022-04-30 01:00:38,78.452088,-9.078928
2022-04-30 01:30:38,78.451979,-9.079082
2022-04-30 02:00:38,78.451852,-9.079142
2022-04-30 02:30:37,78.451641,-9.079111
2022-04-30 03:00:40,78.451267,-9.078998
2022-04-30 03:30:28,78.450683,-9.078921
2022-04-30 04:00:39,78.449843,-9.079065
2022-04-30 04:30:38,78.448784,-9.079715
2022-04-30 05:00:39,78.447497,-9.081265
2022-04-30 05:30:40,78.445999,-9.083989
2022-04-30 06:00:38,78.444331,-9.087848
2022-04-30 06:30:28,78.442558,-9.092782
2022-04-30 07:00:38,78.440713,-9.098803
2022-04-30 07:30:39,78.438814,-9.105561
2022-04-30 08:00:40,78.437031,-9.113399
2022-04-30 08:30:38,78.4354,-9.121345
2022-04-30 09:00:39,78.433977,-9.129397
2022-04-30 09:30:28,78.432821,-9.137203
2022-04-30 10:00:38,78.431873,-9.145004
2022-04-30 10:30:39,78.431146,-9.151833
2022-04-30 11:00:38,78.430539,-9.157828
2022-04-30 11:30:39,78.429989,-9.162947
2022-04-30 12:00:38,78.429482,-9.16714
2022-04-30 12:30:27,78.429077,-9.170164
2022-04-30 13:00:39,78.428712,-9.172306
2022-04-30 13:30:39,78.428374,-9.173891
2022-04-30 14:00:37,78.427959,-9.1755
2022-04-30 14:30:37,78.42738,-9.177282
2022-04-30 15:00:37,78.42661,-9.179375
2022-04-30 15:30:27,78.425595,-9.181579
2022-04-30 16:00:39,78.424189,-9.183873
2022-04-30 16:30:39,78.42241,-9.186627
2022-04-30 17:00:38,78.42032,-9.18958
2022-04-30 17:30:38,78.418019,-9.192898
2022-04-30 18:00:38,78.415496,-9.197601
2022-04-30 18:30:28,78.41279,-9.203266
2022-04-30 19:00:39,78.409915,-9.209441
2022-04-30 19:30:38,78.406977,-9.216233
2022-04-30 20:00:40,78.404085,-9.22353
2022-04-30 21:01:07,78.398722,-9.239044
2022-04-30 21:30:39,78.396413,-9.246662
2022-04-30 22:00:38,78.394262,-9.254083
2022-04-30 22:30:39,78.392369,-9.260934
2022-04-30 23:00:40,78.390697,-9.266806
2022-04-30 23:30:37,78.389267,-9.271495
2022-05-01 00:00:38,78.388022,-9.275109
2022-05-01 00:30:28,78.386968,-9.277358
2022-05-01 01:00:38,78.385987,-9.278392
2022-05-01 01:30:39,78.385075,-9.278807
2022-05-01 02:00:37,78.384139,-9.27863
2022-05-01 02:30:38,78.3831,-9.278195
2022-05-01 03:00:37,78.381871,-9.277449
2022-05-01 03:30:27,78.380429,-9.276578
2022-05-01 04:00:37,78.378671,-9.275825
2022-05-01 04:30:41,78.376709,-9.275433
2022-05-01 05:00:38,78.374497,-9.275926
2022-05-01 05:30:38,78.37202,-9.277717
2022-05-01 06:00:37,78.369355,-9.281138
2022-05-01 06:30:31,78.366582,-9.286152
2022-05-01 07:00:38,78.363768,-9.292581
2022-05-01 07:30:40,78.360928,-9.300319
2022-05-01 08:00:38,78.358154,-9.309256
2022-05-01 08:30:39,78.355491,-9.318961
2022-05-01 09:00:37,78.352941,-9.32902
2022-05-01 09:30:28,78.350506,-9.339153
2022-05-01 10:00:38,78.348217,-9.349209
2022-05-01 10:30:38,78.346143,-9.358717
2022-05-01 11:00:38,78.344267,-9.367195
2022-05-01 11:30:39,78.342689,-9.374482
2022-05-01 12:00:40,78.341355,-9.380401
2022-05-01 12:30:27,78.340151,-9.38477
2022-05-01 13:00:38,78.338935,-9.388039
