datetime,latitude,longitude
2020-05-12 10:00:00,83.4202,12.7742
2020-05-12 11:00:00,83.4214,12.7266
2020-05-12 12:00:00,83.4224,12.679
2020-05-12 13:00:00,83.4226,12.634
2020-05-12 14:00:00,83.4222,12.5868
2020-05-12 15:00:00,83.421,12.5364
2020-05-12 16:00:00,83.419,12.4822
2020-05-12 17:00:00,83.4164,12.4224
2020-05-12 18:00:00,83.4132,12.3518
2020-05-12 19:00:00,83.4094,12.2816
2020-05-12 20:00:00,83.4052,12.1972
2020-05-12 21:00:00,83.4008,12.106
2020-05-12 22:00:00,83.396,12.0158
2020-05-12 23:00:00,83.3902,11.9274
2020-05-13 00:00:00,83.3838,11.827
2020-05-13 01:00:00,83.3782,11.7156
2020-05-13 02:00:00,83.3744,11.5828
2020-05-13 03:00:00,83.3718,11.4526
2020-05-13 04:00:00,83.37,11.3286
2020-05-13 05:00:00,83.3696,11.2134
2020-05-13 06:00:00,83.3696,11.1042
2020-05-13 07:00:00,83.3698,10.9998
2020-05-13 08:00:00,83.37,10.899
2020-05-13 09:00:00,83.3694,10.8036
2020-05-13 10:00:00,83.369,10.7106
2020-05-13 11:00:00,83.3684,10.6206
2020-05-13 12:00:00,83.3678,10.533
2020-05-13 13:00:00,83.3666,10.4544
2020-05-13 14:00:00,83.366,10.3776
2020-05-13 15:00:00,83.3656,10.3092
2020-05-13 16:00:00,83.3654,10.2564
2020-05-13 17:00:00,83.3656,10.2154
2020-05-13 18:00:00,83.366,10.1846
2020-05-13 19:00:00,83.3668,10.1622
2020-05-13 20:00:00,83.368,10.1516
2020-05-13 21:00:00,83.3698,10.138
2020-05-13 22:00:00,83.372,10.1182
2020-05-13 23:00:00,83.3744,10.0942
2020-05-14 00:00:00,83.377,10.0668
2020-05-14 01:00:00,83.3792,10.0408
2020-05-14 02:00:00,83.381,10.015
2020-05-14 03:00:00,83.3828,9.9938
2020-05-14 04:00:00,83.3848,9.9766
2020-05-14 05:00:00,83.3868,9.9638
2020-05-14 06:00:00,83.3886,9.9518
2020-05-14 07:00:00,83.39,9.9386
2020-05-14 08:00:00,83.3912,9.9246
2020-05-14 09:00:00,83.3918,9.9102
2020-05-14 10:00:00,83.3918,9.8992
2020-05-14 11:00:00,83.3914,9.8882
2020-05-14 12:00:00,83.3902,9.8786
2020-05-14 13:00:00,83.3892,9.8706
