datetime,latitude,longitude
2020-03-18 10:00:00,86.6938,12.1608
2020-03-18 11:00:00,86.6896,12.1628
2020-03-18 12:00:00,86.6858,12.161
2020-03-18 13:00:00,86.6818,12.1578
2020-03-18 14:00:00,86.678,12.1528
2020-03-18 15:00:00,86.6744,12.1502
2020-03-18 16:00:00,86.6708,12.1454
2020-03-18 17:00:00,86.6668,12.1476
2020-03-18 18:00:00,86.6626,12.1558
2020-03-18 19:00:00,86.6578,12.1736
2020-03-18 20:00:00,86.6526,12.2032
2020-03-18 21:00:00,86.6468,12.2384
2020-03-18 22:00:00,86.641,12.2778
2020-03-18 23:00:00,86.635,12.3208
2020-03-19 00:00:00,86.6288,12.372
2020-03-19 01:00:00,86.6226,12.4364
2020-03-19 02:00:00,86.6158,12.5162
2020-03-19 03:00:00,86.609,12.5992
2020-03-19 04:00:00,86.6018,12.69
2020-03-19 05:00:00,86.594,12.7838
2020-03-19 06:00:00,86.586,12.8752
2020-03-19 07:00:00,86.5776,12.9622
2020-03-19 08:00:00,86.5692,13.0444
2020-03-19 09:00:00,86.5608,13.122
2020-03-19 10:00:00,86.5524,13.1966
2020-03-19 11:00:00,86.5438,13.2662
2020-03-19 12:00:00,86.5352,13.3352
2020-03-19 13:00:00,86.526,13.4096
2020-03-19 14:00:00,86.517,13.4834
2020-03-19 15:00:00,86.5076,13.5676
2020-03-19 16:00:00,86.498,13.6544
2020-03-19 17:00:00,86.4884,13.7426
2020-03-19 18:00:00,86.4784,13.8322
2020-03-19 19:00:00,86.4686,13.9154
2020-03-19 20:00:00,86.4586,13.9972
2020-03-19 21:00:00,86.4488,14.0792
2020-03-19 22:00:00,86.4394,14.1576
2020-03-19 23:00:00,86.43,14.233
2020-03-20 00:00:00,86.421,14.301
2020-03-20 01:00:00,86.4122,14.367
2020-03-20 02:00:00,86.4036,14.433
2020-03-20 03:00:00,86.3952,14.496
2020-03-20 04:00:00,86.3866,14.5544
2020-03-20 05:00:00,86.3782,14.6078
2020-03-20 06:00:00,86.3698,14.6522
2020-03-20 07:00:00,86.3614,14.694
2020-03-20 08:00:00,86.3536,14.7328
2020-03-20 09:00:00,86.346,14.7638
2020-03-20 10:00:00,86.3388,14.7884
2020-03-20 11:00:00,86.332,14.8068
2020-03-20 12:00:00,86.3258,14.819
2020-03-20 13:00:00,86.3204,14.8288
2020-03-20 14:00:00,86.3154,14.838
2020-03-20 15:00:00,86.3108,14.8478
2020-03-20 16:00:00,86.3066,14.8564
2020-03-20 17:00:00,86.3024,14.8686
2020-03-20 18:00:00,86.298,14.8854
2020-03-20 19:00:00,86.2938,14.9046
2020-03-20 20:00:00,86.2894,14.9288
2020-03-20 21:00:00,86.2852,14.955
2020-03-20 22:00:00,86.2814,14.9814
2020-03-20 23:00:00,86.2778,15.0044
2020-03-21 00:00:00,86.2748,15.0268
2020-03-21 01:00:00,86.2724,15.0484
2020-03-21 02:00:00,86.2704,15.0686
2020-03-21 03:00:00,86.2688,15.0866
2020-03-21 04:00:00,86.267,15.106
2020-03-21 05:00:00,86.2652,15.1294
2020-03-21 06:00:00,86.2634,15.1512
2020-03-21 07:00:00,86.2612,15.173
2020-03-21 08:00:00,86.259,15.1926
2020-03-21 09:00:00,86.2572,15.2174
2020-03-21 10:00:00,86.2556,15.242
2020-03-21 11:00:00,86.254,15.2634
2020-03-21 12:00:00,86.2526,15.2852
2020-03-21 13:00:00,86.2514,15.309
2020-03-21 14:00:00,86.2504,15.3348
2020-03-21 15:00:00,86.2492,15.3624
2020-03-21 16:00:00,86.2478,15.3896
2020-03-21 17:00:00,86.246,15.4162
2020-03-21 18:00:00,86.2444,15.4418
2020-03-21 19:00:00,86.2424,15.4664
2020-03-21 20:00:00,86.2406,15.4892
2020-03-21 21:00:00,86.239,15.5124
2020-03-21 22:00:00,86.2372,15.5342
2020-03-21 23:00:00,86.2356,15.5562
2020-03-22 00:00:00,86.2342,15.5772
2020-03-22 01:00:00,86.233,15.5968
2020-03-22 02:00:00,86.2318,15.6164
2020-03-22 03:00:00,86.2306,15.6356
2020-03-22 04:00:00,86.2296,15.6546
2020-03-22 05:00:00,86.2286,15.674
2020-03-22 06:00:00,86.2276,15.6898
2020-03-22 07:00:00,86.2266,15.7036
2020-03-22 08:00:00,86.2256,15.7144
2020-03-22 09:00:00,86.2248,15.7248
2020-03-22 10:00:00,86.2242,15.7346
2020-03-22 11:00:00,86.2234,15.745
2020-03-22 12:00:00,86.223,15.755
2020-03-22 13:00:00,86.2226,15.7662
2020-03-22 14:00:00,86.2222,15.7782
2020-03-22 15:00:00,86.222,15.7916
2020-03-22 16:00:00,86.2218,15.8076
2020-03-22 17:00:00,86.2212,15.8228
2020-03-22 18:00:00,86.221,15.8346
2020-03-22 19:00:00,86.2206,15.844
2020-03-22 20:00:00,86.2198,15.8516
2020-03-22 21:00:00,86.2192,15.8572
2020-03-22 22:00:00,86.2186,15.8558
2020-03-22 23:00:00,86.2174,15.859
2020-03-23 00:00:00,86.2166,15.8608
2020-03-23 01:00:00,86.2158,15.8588
2020-03-23 06:00:00,86.212,15.8334
2020-03-23 07:00:00,86.2112,15.8342
2020-03-23 08:00:00,86.2104,15.8322
2020-03-23 09:00:00,86.2094,15.8286
2020-03-23 10:00:00,86.2086,15.829
2020-03-23 11:00:00,86.2078,15.8286
2020-03-23 12:00:00,86.2072,15.826
2020-03-23 13:00:00,86.2066,15.8246
2020-03-23 14:00:00,86.206,15.824
2020-03-23 15:00:00,86.2056,15.8204
2020-03-23 16:00:00,86.205,15.8174
2020-03-23 17:00:00,86.2046,15.8144
2020-03-23 18:00:00,86.2038,15.8084
2020-03-23 19:00:00,86.203,15.8016
2020-03-23 20:00:00,86.202,15.7908
2020-03-23 21:00:00,86.201,15.779
2020-03-23 22:00:00,86.2,15.7656
2020-03-23 23:00:00,86.1992,15.7526
2020-03-24 05:00:00,86.1946,15.7058
2020-03-24 06:00:00,86.194,15.6958
2020-03-24 07:00:00,86.1932,15.6822
2020-03-24 09:00:00,86.1914,15.64
2020-03-24 10:00:00,86.1904,15.6138
2020-03-24 11:00:00,86.189,15.587
2020-03-24 12:00:00,86.1876,15.5548
2020-03-24 13:00:00,86.1864,15.518
2020-03-24 14:00:00,86.1854,15.4798
2020-03-24 15:00:00,86.187,15.4114
2020-03-24 16:00:00,86.1852,15.3728
2020-03-24 17:00:00,86.1832,15.3296
2020-03-24 18:00:00,86.1808,15.284
2020-03-24 19:00:00,86.1784,15.235
2020-03-24 20:00:00,86.1758,15.1846
2020-03-24 21:00:00,86.1724,15.1212
2020-03-24 22:00:00,86.169,15.055
2020-03-24 23:00:00,86.165,14.9858
2020-03-25 00:00:00,86.161,14.9128
2020-03-25 01:00:00,86.1572,14.8394
2020-03-25 02:00:00,86.1534,14.765
2020-03-25 03:00:00,86.149,14.6892
2020-03-25 04:00:00,86.1452,14.6128
2020-03-25 05:00:00,86.141,14.5306
2020-03-25 06:00:00,86.1366,14.4436
2020-03-25 07:00:00,86.1324,14.3598
2020-03-25 08:00:00,86.128,14.2716
