datetime,latitude,longitude
2019-10-21 00:51:24,85.05323,132.70851
2019-10-21 04:01:19,85.07825,132.68279
2019-10-21 08:01:04,85.10134,132.63512
2019-10-21 12:01:25,85.12415,132.45506
2019-10-21 16:01:28,85.15356,132.26657
2019-10-21 20:00:58,85.17618,132.0983
2019-10-22 00:01:44,85.20171,131.85835
2019-10-22 04:01:39,85.23367,131.63519
2019-10-22 08:01:39,85.25841,131.41156
2019-10-22 12:01:28,85.27647,131.12729
2019-10-22 16:00:42,85.29385,130.84941
2019-10-22 20:01:21,85.30867,130.63182
2019-10-23 00:01:15,85.3215,130.39622
2019-10-23 04:02:24,85.33492,130.15941
2019-10-23 08:01:23,85.34331,129.96436
2019-10-23 12:01:46,85.34918,129.78008
2019-10-23 16:02:39,85.35725,129.64865
2019-10-23 20:01:28,85.36353,129.52853
2019-10-24 00:02:05,85.37103,129.379
2019-10-24 04:01:25,85.3847,129.23
2019-10-24 08:01:25,85.39671,129.08296
2019-10-24 12:01:08,85.40594,128.86934
2019-10-24 16:03:44,85.41865,128.62302
2019-10-24 20:02:20,85.4289,128.41371
2019-10-25 00:01:40,85.43504,128.19783
2019-10-25 04:02:40,85.44252,128.02721
2019-10-25 08:01:32,85.44547,127.9334
2019-10-25 12:01:40,85.44676,127.81295
2019-10-25 16:02:31,85.44951,127.71495
2019-10-25 20:01:18,85.45074,127.6461
2019-10-26 00:01:33,85.45078,127.55181
2019-10-26 04:04:16,85.45229,127.47694
2019-10-26 08:01:54,85.45385,127.42444
2019-10-26 12:01:26,85.45544,127.32684
2019-10-26 16:01:25,85.46003,127.23815
2019-10-26 20:01:07,85.46445,127.17696
2019-10-27 00:02:36,85.46987,127.07584
2019-10-27 04:01:14,85.47884,126.9771
2019-10-27 08:01:31,85.48804,126.90418
2019-10-27 12:01:06,85.49734,126.80125
2019-10-27 16:02:07,85.50928,126.71135
2019-10-27 20:02:01,85.52254,126.61839
2019-10-28 00:01:36,85.53703,126.46342
2019-10-28 04:01:36,85.55475,126.31334
2019-10-28 08:01:25,85.57234,126.20741
2019-10-28 12:01:17,85.58937,126.08102
2019-10-28 16:01:30,85.60507,125.96738
2019-10-28 20:01:31,85.61793,125.83998
2019-10-29 00:01:53,85.63072,125.6506
2019-11-01 08:01:06,85.81351,122.83407
2019-11-01 12:01:40,85.82182,122.75021
2019-11-01 16:01:34,85.83006,122.70757
2019-11-01 20:01:17,85.83389,122.6685
2019-11-02 00:01:57,85.84003,122.59142
2019-11-02 04:00:33,85.84711,122.55252
2019-11-02 08:00:54,85.85123,122.47137
2019-11-02 12:00:50,85.85783,122.3561
2019-11-02 16:01:45,85.86637,122.24892
2019-11-02 20:02:03,85.87186,122.12083
2019-11-03 00:01:36,85.88013,121.93567
2019-11-03 04:01:39,85.89008,121.7688
2019-11-03 08:01:55,85.89632,121.51706
2019-11-03 12:01:05,85.90431,121.17241
2019-11-03 16:01:27,85.91448,120.91581
2019-11-03 20:01:30,85.92133,120.68266
2019-11-04 00:02:41,85.92934,120.41191
2019-11-04 04:01:07,85.93844,120.1701
2019-11-04 08:01:17,85.94297,119.94111
2019-11-04 12:01:42,85.94843,119.66534
2019-11-04 16:01:36,85.95332,119.43542
2019-11-04 20:01:26,85.95312,119.22207
2019-11-05 00:03:12,85.95274,119.0053
2019-11-05 04:01:12,85.95116,118.80806
2019-11-05 08:01:04,85.94526,118.59795
2019-11-05 12:00:59,85.93832,118.37178
2019-11-05 16:02:28,85.93366,118.18543
2019-11-07 04:01:13,85.92053,116.80843
2019-11-07 08:01:49,85.91917,116.69273
2019-11-07 12:01:29,85.91756,116.54933
2019-11-07 16:01:20,85.91705,116.45145
2019-11-07 20:01:05,85.91448,116.36986
2019-11-08 00:01:47,85.91204,116.256
2019-11-08 04:01:16,85.91039,116.1741
2019-11-08 08:01:15,85.90492,116.08833
2019-11-08 12:00:30,85.89731,115.9741
2019-11-08 16:02:28,85.88894,115.86691
